Diplotype,Activity Score,Coded Diplotype/Phenotype Summary,EHR Priority Notation
*56/*74,,Indeterminate,none
*56/*75,,Indeterminate,none
*57/*57,,Indeterminate,none
*57/*58,,Indeterminate,none
*57/*59,,Indeterminate,none
*57/*60,,Indeterminate,none
*57/*61,,Indeterminate,none
*57/*62,,Indeterminate,none
*57/*63,,Indeterminate,none
*57/*64,,Indeterminate,none
*57/*65,,Indeterminate,none
*57/*66,,Indeterminate,none
*57/*67,,Indeterminate,none
*57/*68,,Indeterminate,none
*57/*69,,Indeterminate,none
*57/*70,,Indeterminate,none
*57/*71,,Indeterminate,none
*57/*72,,Indeterminate,none
*57/*73,,Indeterminate,none
*57/*74,,Indeterminate,none
*57/*75,,Indeterminate,none
*58/*58,,Indeterminate,none
*58/*59,,Indeterminate,none
*58/*60,,Indeterminate,none
*58/*61,,Indeterminate,none
*58/*62,,Indeterminate,none
*58/*63,,Indeterminate,none
*58/*64,,Indeterminate,none
*58/*65,,Indeterminate,none
*58/*66,,Indeterminate,none
*58/*67,,Indeterminate,none
*58/*68,,Indeterminate,none
*58/*69,,Indeterminate,none
*58/*70,,Indeterminate,none
*58/*71,,Indeterminate,none
*58/*72,,Indeterminate,none
*58/*73,,Indeterminate,none
*58/*74,,Indeterminate,none
*58/*75,,Indeterminate,none
*59/*59,,Indeterminate,none
*59/*60,,Indeterminate,none
*59/*61,,Indeterminate,none
*59/*62,,Indeterminate,none
*59/*63,,Indeterminate,none
*59/*64,,Indeterminate,none
*59/*65,,Indeterminate,none
*59/*66,,Indeterminate,none
*59/*67,,Indeterminate,none
*59/*68,,Indeterminate,none
*59/*69,,Indeterminate,none
*59/*70,,Indeterminate,none
*59/*71,,Indeterminate,none
*59/*72,,Indeterminate,none
*59/*73,,Indeterminate,none
*59/*74,,Indeterminate,none
*59/*75,,Indeterminate,none
*60/*60,,Indeterminate,none
*60/*61,,Indeterminate,none
*60/*62,,Indeterminate,none
*60/*63,,Indeterminate,none
*60/*64,,Indeterminate,none
*60/*65,,Indeterminate,none
*60/*66,,Indeterminate,none
*60/*67,,Indeterminate,none
*60/*68,,Indeterminate,none
*60/*69,,Indeterminate,none
*60/*70,,Indeterminate,none
*60/*71,,Indeterminate,none
*60/*72,,Indeterminate,none
*60/*73,,Indeterminate,none
*60/*74,,Indeterminate,none
*60/*75,,Indeterminate,none
*61/*61,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*61/*62,,Indeterminate,none
*61/*63,,Indeterminate,none
*61/*64,,Indeterminate,none
*61/*65,,Indeterminate,none
*61/*66,,Indeterminate,none
*61/*67,,Indeterminate,none
*61/*68,,Indeterminate,none
*61/*69,,Indeterminate,none
*61/*70,,Indeterminate,none
*61/*71,,Indeterminate,none
*61/*72,,Indeterminate,none
*61/*73,,Indeterminate,none
*61/*74,,Indeterminate,none
*61/*75,,Indeterminate,none
*62/*62,,Indeterminate,none
*62/*63,,Indeterminate,none
*62/*64,,Indeterminate,none
*62/*65,,Indeterminate,none
*62/*66,,Indeterminate,none
*62/*67,,Indeterminate,none
*62/*68,,Indeterminate,none
*62/*69,,Indeterminate,none
*62/*70,,Indeterminate,none
*62/*71,,Indeterminate,none
*62/*72,,Indeterminate,none
*62/*73,,Indeterminate,none
*62/*74,,Indeterminate,none
*62/*75,,Indeterminate,none
*63/*63,,Indeterminate,none
*63/*64,,Indeterminate,none
*63/*65,,Indeterminate,none
*63/*66,,Indeterminate,none
*63/*67,,Indeterminate,none
*63/*68,,Indeterminate,none
*63/*69,,Indeterminate,none
*63/*70,,Indeterminate,none
*63/*71,,Indeterminate,none
*63/*72,,Indeterminate,none
*63/*73,,Indeterminate,none
*63/*74,,Indeterminate,none
*63/*75,,Indeterminate,none
*64/*64,,Indeterminate,none
*64/*65,,Indeterminate,none
*64/*66,,Indeterminate,none
*64/*67,,Indeterminate,none
*64/*68,,Indeterminate,none
*64/*69,,Indeterminate,none
*64/*70,,Indeterminate,none
*64/*71,,Indeterminate,none
*64/*72,,Indeterminate,none
*64/*73,,Indeterminate,none
*64/*74,,Indeterminate,none
*64/*75,,Indeterminate,none
*65/*65,,Indeterminate,none
*65/*66,,Indeterminate,none
*65/*67,,Indeterminate,none
*65/*68,,Indeterminate,none
*65/*69,,Indeterminate,none
*65/*70,,Indeterminate,none
*65/*71,,Indeterminate,none
*65/*72,,Indeterminate,none
*65/*73,,Indeterminate,none
*65/*74,,Indeterminate,none
*65/*75,,Indeterminate,none
*66/*66,,Indeterminate,none
*66/*67,,Indeterminate,none
*66/*68,,Indeterminate,none
*66/*69,,Indeterminate,none
*66/*70,,Indeterminate,none
*66/*71,,Indeterminate,none
*66/*72,,Indeterminate,none
*66/*73,,Indeterminate,none
*66/*74,,Indeterminate,none
*66/*75,,Indeterminate,none
*67/*67,,Indeterminate,none
*67/*68,,Indeterminate,none
*67/*69,,Indeterminate,none
*67/*70,,Indeterminate,none
*67/*71,,Indeterminate,none
*67/*72,,Indeterminate,none
*67/*73,,Indeterminate,none
*67/*74,,Indeterminate,none
*67/*75,,Indeterminate,none
*68/*68,,Indeterminate,none
*68/*69,,Indeterminate,none
*68/*70,,Indeterminate,none
*68/*71,,Indeterminate,none
*68/*72,,Indeterminate,none
*68/*73,,Indeterminate,none
*68/*74,,Indeterminate,none
*68/*75,,Indeterminate,none
*69/*69,,Indeterminate,none
*69/*70,,Indeterminate,none
*69/*71,,Indeterminate,none
*69/*72,,Indeterminate,none
*69/*73,,Indeterminate,none
*69/*74,,Indeterminate,none
*69/*75,,Indeterminate,none
*70/*70,,Indeterminate,none
*70/*71,,Indeterminate,none
*70/*72,,Indeterminate,none
*70/*73,,Indeterminate,none
*70/*74,,Indeterminate,none
*70/*75,,Indeterminate,none
*71/*71,,Indeterminate,none
*71/*72,,Indeterminate,none
*71/*73,,Indeterminate,none
*71/*74,,Indeterminate,none
*71/*75,,Indeterminate,none
*72/*72,,Indeterminate,none
*72/*73,,Indeterminate,none
*72/*74,,Indeterminate,none
*72/*75,,Indeterminate,none
*73/*73,,Indeterminate,none
*73/*74,,Indeterminate,none
*73/*75,,Indeterminate,none
*74/*74,,Indeterminate,none
*74/*75,,Indeterminate,none
*75/*75,,Indeterminate,none
