Diplotype,Activity Score,Coded Diplotype/Phenotype Summary,EHR Priority Notation
*1x≥3/*61,,Indeterminate,none
*1x≥3/*62,≥3.0,Ultrarapid Metabolizer,Abnormal/Priority/High Risk
*1x≥3/*63,,Indeterminate,none
*1x≥3/*64,,Indeterminate,none
*1x≥3/*65,,Indeterminate,none
*1x≥3/*68,≥3.0,Ultrarapid Metabolizer,Abnormal/Priority/High Risk
*1x≥3/*68+*2,≥4.0,Ultrarapid Metabolizer,Abnormal/Priority/High Risk
*1x≥3/*68+*4,≥3.0,Ultrarapid Metabolizer,Abnormal/Priority/High Risk
*1x≥3/*69,≥3.0,Ultrarapid Metabolizer,Abnormal/Priority/High Risk
*1x≥3/*70,,Indeterminate,none
*1x≥3/*71,,Indeterminate,none
*1x≥3/*72,,Indeterminate,none
*1x≥3/*73,,Indeterminate,none
*1x≥3/*74,,Indeterminate,none
*1x≥3/*75,,Indeterminate,none
*1x≥3/*81,≥3.0,Ultrarapid Metabolizer,Abnormal/Priority/High Risk
*1x≥3/*82,,Indeterminate,none
*1x≥3/*83,,Indeterminate,none
*1x≥3/*84,,Indeterminate,none
*1x≥3/*85,,Indeterminate,none
*1x≥3/*86,,Indeterminate,none
*1x≥3/*87,,Indeterminate,none
*1x≥3/*88,,Indeterminate,none
*1x≥3/*89,,Indeterminate,none
*1x≥3/*90,,Indeterminate,none
*1x≥3/*91,≥3.25,Ultrarapid Metabolizer,Abnormal/Priority/High Risk
*1x≥3/*92,≥3.0,Ultrarapid Metabolizer,Abnormal/Priority/High Risk
*1x≥3/*93,,Indeterminate,none
*1x≥3/*94,,Indeterminate,none
*1x≥3/*95,,Indeterminate,none
*1x≥3/*96,≥3.0,Ultrarapid Metabolizer,Abnormal/Priority/High Risk
*1x≥3/*97,,Indeterminate,none
*1x≥3/*98,,Indeterminate,none
*1x≥3/*99,≥3.0,Ultrarapid Metabolizer,Abnormal/Priority/High Risk
*1x≥3/*100,≥3.0,Ultrarapid Metabolizer,Abnormal/Priority/High Risk
*1x≥3/*101,≥3.0,Ultrarapid Metabolizer,Abnormal/Priority/High Risk
*1x≥3/*102,,Indeterminate,none
*1x≥3/*103,,Indeterminate,none
*1x≥3/*104,,Indeterminate,none
*1x≥3/*105,,Indeterminate,none
*1x≥3/*106,,Indeterminate,none
*1x≥3/*107,,Indeterminate,none
*1x≥3/*108,,Indeterminate,none
*1x≥3/*109,≥3.25,Ultrarapid Metabolizer,Abnormal/Priority/High Risk
*1x≥3/*110,,Indeterminate,none
*1x≥3/*111,,Indeterminate,none
*1x≥3/*112,,Indeterminate,none
*1x≥3/*113,,Indeterminate,none
*1x≥3/*114,≥3.0,Ultrarapid Metabolizer,Abnormal/Priority/High Risk
*1x≥3/*115,,Indeterminate,none
*1x≥3/*116,,Indeterminate,none
*1x≥3/*117,,Indeterminate,none
*1x≥3/*118,,Indeterminate,none
*1x≥3/*119,≥3.25,Ultrarapid Metabolizer,Abnormal/Priority/High Risk
*1x≥3/*120,≥3.0,Ultrarapid Metabolizer,Abnormal/Priority/High Risk
*1x≥3/*121,,Indeterminate,none
*1x≥3/*122,,Indeterminate,none
*1x≥3/*123,,Indeterminate,none
*1x≥3/*124,≥3.0,Ultrarapid Metabolizer,Abnormal/Priority/High Risk
*1x≥3/*125,,Indeterminate,none
*1x≥3/*126,,Indeterminate,none
*1x≥3/*127,,Indeterminate,none
*1x≥3/*128,,Indeterminate,none
*1x≥3/*129,≥3.0,Ultrarapid Metabolizer,Abnormal/Priority/High Risk
*1x≥3/*130,,Indeterminate,none
*1x≥3/*131,,Indeterminate,none
*1x≥3/*132,≥3.25,Ultrarapid Metabolizer,Abnormal/Priority/High Risk
*1x≥3/*133,,Indeterminate,none
*1x≥3/*134,,Indeterminate,none
*1x≥3/*135,,Indeterminate,none
*1x≥3/*136,,Indeterminate,none
*1x≥3/*137,,Indeterminate,none
*1x≥3/*138,,Indeterminate,none
*1x≥3/*139,,Indeterminate,none
*1x≥3/*140,,Indeterminate,none
*1x≥3/*141,,Indeterminate,none
*1x≥3/*142,,Indeterminate,none
*1x≥3/*143,≥3.0,Ultrarapid Metabolizer,Abnormal/Priority/High Risk
*1x≥3/*144,≥3.0,Ultrarapid Metabolizer,Abnormal/Priority/High Risk
*1x≥3/*145,,Indeterminate,none
*1x≥3/*146,,Indeterminate,none
*1x≥3/*146x2,,Indeterminate,none
*1x≥3/*147,,Indeterminate,none
*1x≥3/*148,,Indeterminate,none
*1x≥3/*149,,Indeterminate,none
*1x≥3/*152,,Indeterminate,none
*1x≥3/*153,,Indeterminate,none
*1x≥3/*154,,Indeterminate,none
*1x≥3/*155,,Indeterminate,none
*1x≥3/*156,≥3.0,Ultrarapid Metabolizer,Abnormal/Priority/High Risk
*1x≥3/*157,,Indeterminate,none
*1x≥3/*158,,Indeterminate,none
*1x≥3/*159,,Indeterminate,none
*1x≥3/*160,,Indeterminate,none
*1x≥3/*161,≥3.0,Ultrarapid Metabolizer,Abnormal/Priority/High Risk
*1x≥3/*162,,Indeterminate,none
*1x≥3/*163,,Indeterminate,none
*2/*2,2.0,Normal Metabolizer,Normal/Routine/ Low Risk
*2/*2x2,3.0,Ultrarapid Metabolizer,Abnormal/Priority/High Risk
*2/*2x≥3,≥4.0,Ultrarapid Metabolizer,Abnormal/Priority/High Risk
*2/*3,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*2/*3x2,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*2/*4,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*2/*4x2,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*2/*4x≥3,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*2/*5,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*2/*6,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*2/*6x2,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*2/*7,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*2/*8,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*2/*9,1.25,Normal Metabolizer,Normal/Routine/ Low Risk
*2/*9x2,1.5,Normal Metabolizer,Normal/Routine/ Low Risk
*2/*10,1.25,Normal Metabolizer,Normal/Routine/ Low Risk
*2/*10x2,1.5,Normal Metabolizer,Normal/Routine/ Low Risk
*2/*11,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*2/*12,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*2/*13,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*2/*13+*1,2.0,Normal Metabolizer,Normal/Routine/ Low Risk
*2/*13+*1x2,3.0,Ultrarapid Metabolizer,Abnormal/Priority/High Risk
*2/*13+*2,2.0,Normal Metabolizer,Normal/Routine/ Low Risk
*2/*13+*68x2+*4,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*2/*14,1.5,Normal Metabolizer,Normal/Routine/ Low Risk
*2/*15,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*2/*17,1.5,Normal Metabolizer,Normal/Routine/ Low Risk
*2/*17x2,2.0,Normal Metabolizer,Normal/Routine/ Low Risk
*2/*18,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*2/*19,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*2/*20,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*2/*21,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*2/*22,,Indeterminate,none
*2/*23,,Indeterminate,none
*2/*24,,Indeterminate,none
*2/*25,,Indeterminate,none
*2/*26,,Indeterminate,none
*2/*27,2.0,Normal Metabolizer,Normal/Routine/ Low Risk
*2/*27x2,3.0,Ultrarapid Metabolizer,Abnormal/Priority/High Risk
*2/*28,,Indeterminate,none
*2/*28x2,,Indeterminate,none
*2/*29,1.5,Normal Metabolizer,Normal/Routine/ Low Risk
*2/*29x2,2.0,Normal Metabolizer,Normal/Routine/ Low Risk
*2/*30,,Indeterminate,none
*2/*31,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*2/*32,1.25,Normal Metabolizer,Normal/Routine/ Low Risk
*2/*33,2.0,Normal Metabolizer,Normal/Routine/ Low Risk
*2/*34,2.0,Normal Metabolizer,Normal/Routine/ Low Risk
*2/*35,2.0,Normal Metabolizer,Normal/Routine/ Low Risk
*2/*35x2,3.0,Ultrarapid Metabolizer,Abnormal/Priority/High Risk
*2/*36,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*2/*36+*10,1.25,Normal Metabolizer,Normal/Routine/ Low Risk
*2/*36+*10x2,1.5,Normal Metabolizer,Normal/Routine/ Low Risk
*2/*36x2,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*2/*36x2+*10,1.25,Normal Metabolizer,Normal/Routine/ Low Risk
*2/*36x2+*10x2,1.5,Normal Metabolizer,Normal/Routine/ Low Risk
*2/*37,,Indeterminate,none
*2/*38,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*2/*39,2.0,Normal Metabolizer,Normal/Routine/ Low Risk
*2/*40,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*2/*41,1.25,Normal Metabolizer,Normal/Routine/ Low Risk
*2/*41x2,1.5,Normal Metabolizer,Normal/Routine/ Low Risk
*2/*41x3,1.75,Normal Metabolizer,Normal/Routine/ Low Risk
*2/*42,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*2/*43,,Indeterminate,none
*2/*43x2,,Indeterminate,none
*2/*44,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*2/*45,2.0,Normal Metabolizer,Normal/Routine/ Low Risk
*2/*45x2,3.0,Ultrarapid Metabolizer,Abnormal/Priority/High Risk
*2/*46,2.0,Normal Metabolizer,Normal/Routine/ Low Risk
*2/*47,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*2/*48,2.0,Normal Metabolizer,Normal/Routine/ Low Risk
*2/*49,1.5,Normal Metabolizer,Normal/Routine/ Low Risk
*2/*50,1.5,Normal Metabolizer,Normal/Routine/ Low Risk
*2/*51,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*2/*52,1.25,Normal Metabolizer,Normal/Routine/ Low Risk
*2/*53,2.0,Normal Metabolizer,Normal/Routine/ Low Risk
*2/*54,1.5,Normal Metabolizer,Normal/Routine/ Low Risk
*2/*55,1.5,Normal Metabolizer,Normal/Routine/ Low Risk
*2/*56,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*2/*58,,Indeterminate,none
*2/*59,1.5,Normal Metabolizer,Normal/Routine/ Low Risk
*2/*60,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*2/*61,,Indeterminate,none
*2/*62,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*2/*63,,Indeterminate,none
*2/*64,,Indeterminate,none
*2/*65,,Indeterminate,none
*2/*68,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*2/*68+*2,2.0,Normal Metabolizer,Normal/Routine/ Low Risk
*2/*68+*4,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*2/*69,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*2/*70,,Indeterminate,none
*2/*71,,Indeterminate,none
*2/*72,,Indeterminate,none
*2/*73,,Indeterminate,none
*2/*74,,Indeterminate,none
*2/*75,,Indeterminate,none
*2/*81,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*2/*82,,Indeterminate,none
*2/*83,,Indeterminate,none
*2/*84,,Indeterminate,none
*2/*85,,Indeterminate,none
*2/*86,,Indeterminate,none
*2/*87,,Indeterminate,none
*2/*88,,Indeterminate,none
*2/*89,,Indeterminate,none
*2/*90,,Indeterminate,none
*2/*91,1.25,Normal Metabolizer,Normal/Routine/ Low Risk
*2/*92,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*2/*93,,Indeterminate,none
*2/*94,,Indeterminate,none
*2/*95,,Indeterminate,none
*2/*96,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*2/*97,,Indeterminate,none
*2/*98,,Indeterminate,none
*2/*99,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*2/*100,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*2/*101,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*2/*102,,Indeterminate,none
*2/*103,,Indeterminate,none
*2/*104,,Indeterminate,none
*2/*105,,Indeterminate,none
*2/*106,,Indeterminate,none
*2/*107,,Indeterminate,none
*2/*108,,Indeterminate,none
*2/*109,1.25,Normal Metabolizer,Normal/Routine/ Low Risk
*2/*110,,Indeterminate,none
*2/*111,,Indeterminate,none
*2/*112,,Indeterminate,none
*2/*113,,Indeterminate,none
*2/*114,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*2/*115,,Indeterminate,none
*2/*116,,Indeterminate,none
*2/*117,,Indeterminate,none
*2/*118,,Indeterminate,none
*2/*119,1.25,Normal Metabolizer,Normal/Routine/ Low Risk
*2/*120,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*2/*121,,Indeterminate,none
*2/*122,,Indeterminate,none
*2/*123,,Indeterminate,none
*2/*124,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*2/*125,,Indeterminate,none
*2/*126,,Indeterminate,none
*2/*127,,Indeterminate,none
*2/*128,,Indeterminate,none
*2/*129,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*2/*130,,Indeterminate,none
*2/*131,,Indeterminate,none
*2/*132,1.25,Normal Metabolizer,Normal/Routine/ Low Risk
*2/*133,,Indeterminate,none
*2/*134,,Indeterminate,none
*2/*135,,Indeterminate,none
*2/*136,,Indeterminate,none
*2/*137,,Indeterminate,none
*2/*138,,Indeterminate,none
*2/*139,,Indeterminate,none
*2/*140,,Indeterminate,none
*2/*141,,Indeterminate,none
*2/*142,,Indeterminate,none
*2/*143,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*2/*144,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*2/*145,,Indeterminate,none
*2/*146,,Indeterminate,none
*2/*146x2,,Indeterminate,none
*2/*147,,Indeterminate,none
*2/*148,,Indeterminate,none
*2/*149,,Indeterminate,none
*2/*152,,Indeterminate,none
*2/*153,,Indeterminate,none
*2/*154,,Indeterminate,none
*2/*155,,Indeterminate,none
*2/*156,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*2/*157,,Indeterminate,none
*2/*158,,Indeterminate,none
*2/*159,,Indeterminate,none
*2/*160,,Indeterminate,none
*2/*161,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*2/*162,,Indeterminate,none
*2/*163,,Indeterminate,none
*2x2/*2x2,4.0,Ultrarapid Metabolizer,Abnormal/Priority/High Risk
*2x2/*2x≥3,≥5.0,Ultrarapid Metabolizer,Abnormal/Priority/High Risk
*2x2/*3,2.0,Normal Metabolizer,Normal/Routine/ Low Risk
*2x2/*3x2,2.0,Normal Metabolizer,Normal/Routine/ Low Risk
*2x2/*4,2.0,Normal Metabolizer,Normal/Routine/ Low Risk
*2x2/*4x2,2.0,Normal Metabolizer,Normal/Routine/ Low Risk
*2x2/*4x≥3,2.0,Normal Metabolizer,Normal/Routine/ Low Risk
*2x2/*5,2.0,Normal Metabolizer,Normal/Routine/ Low Risk
*2x2/*6,2.0,Normal Metabolizer,Normal/Routine/ Low Risk
*2x2/*6x2,2.0,Normal Metabolizer,Normal/Routine/ Low Risk
*2x2/*7,2.0,Normal Metabolizer,Normal/Routine/ Low Risk
*2x2/*8,2.0,Normal Metabolizer,Normal/Routine/ Low Risk
*2x2/*9,2.25,Normal Metabolizer,Normal/Routine/ Low Risk
*2x2/*9x2,2.5,Ultrarapid Metabolizer,Abnormal/Priority/High Risk
*2x2/*10,2.25,Normal Metabolizer,Normal/Routine/ Low Risk
*2x2/*10x2,2.5,Ultrarapid Metabolizer,Abnormal/Priority/High Risk
*2x2/*11,2.0,Normal Metabolizer,Normal/Routine/ Low Risk
*2x2/*12,2.0,Normal Metabolizer,Normal/Routine/ Low Risk
*2x2/*13,2.0,Normal Metabolizer,Normal/Routine/ Low Risk
*2x2/*13+*1,3.0,Ultrarapid Metabolizer,Abnormal/Priority/High Risk
*2x2/*13+*1x2,4.0,Ultrarapid Metabolizer,Abnormal/Priority/High Risk
*2x2/*13+*2,3.0,Ultrarapid Metabolizer,Abnormal/Priority/High Risk
*2x2/*13+*68x2+*4,2.0,Normal Metabolizer,Normal/Routine/ Low Risk
*2x2/*14,2.5,Ultrarapid Metabolizer,Abnormal/Priority/High Risk
*2x2/*15,2.0,Normal Metabolizer,Normal/Routine/ Low Risk
*2x2/*17,2.5,Ultrarapid Metabolizer,Abnormal/Priority/High Risk
*2x2/*17x2,3.0,Ultrarapid Metabolizer,Abnormal/Priority/High Risk
*2x2/*18,2.0,Normal Metabolizer,Normal/Routine/ Low Risk
*2x2/*19,2.0,Normal Metabolizer,Normal/Routine/ Low Risk
*2x2/*20,2.0,Normal Metabolizer,Normal/Routine/ Low Risk
*2x2/*21,2.0,Normal Metabolizer,Normal/Routine/ Low Risk
*2x2/*22,,Indeterminate,none
*2x2/*23,,Indeterminate,none
*2x2/*24,,Indeterminate,none
*2x2/*25,,Indeterminate,none
*2x2/*26,,Indeterminate,none
*2x2/*27,3.0,Ultrarapid Metabolizer,Abnormal/Priority/High Risk
*2x2/*27x2,4.0,Ultrarapid Metabolizer,Abnormal/Priority/High Risk
*2x2/*28,,Indeterminate,none
*2x2/*28x2,,Indeterminate,none
*2x2/*29,2.5,Ultrarapid Metabolizer,Abnormal/Priority/High Risk
*2x2/*29x2,3.0,Ultrarapid Metabolizer,Abnormal/Priority/High Risk
*2x2/*30,,Indeterminate,none
*2x2/*31,2.0,Normal Metabolizer,Normal/Routine/ Low Risk
*2x2/*32,2.25,Normal Metabolizer,Normal/Routine/ Low Risk
*2x2/*33,3.0,Ultrarapid Metabolizer,Abnormal/Priority/High Risk
*2x2/*34,3.0,Ultrarapid Metabolizer,Abnormal/Priority/High Risk
*2x2/*35,3.0,Ultrarapid Metabolizer,Abnormal/Priority/High Risk
*2x2/*35x2,4.0,Ultrarapid Metabolizer,Abnormal/Priority/High Risk
*2x2/*36,2.0,Normal Metabolizer,Normal/Routine/ Low Risk
*2x2/*36+*10,2.25,Normal Metabolizer,Normal/Routine/ Low Risk
*2x2/*36+*10x2,2.5,Ultrarapid Metabolizer,Abnormal/Priority/High Risk
*2x2/*36x2,2.0,Normal Metabolizer,Normal/Routine/ Low Risk
*2x2/*36x2+*10,2.25,Normal Metabolizer,Normal/Routine/ Low Risk
*2x2/*36x2+*10x2,2.5,Ultrarapid Metabolizer,Abnormal/Priority/High Risk
*2x2/*37,,Indeterminate,none
*2x2/*38,2.0,Normal Metabolizer,Normal/Routine/ Low Risk
*2x2/*39,3.0,Ultrarapid Metabolizer,Abnormal/Priority/High Risk
*2x2/*40,2.0,Normal Metabolizer,Normal/Routine/ Low Risk
*2x2/*41,2.25,Normal Metabolizer,Normal/Routine/ Low Risk
*2x2/*41x2,2.5,Ultrarapid Metabolizer,Abnormal/Priority/High Risk
*2x2/*41x3,2.75,Ultrarapid Metabolizer,Abnormal/Priority/High Risk
*2x2/*42,2.0,Normal Metabolizer,Normal/Routine/ Low Risk
*2x2/*43,,Indeterminate,none
*2x2/*43x2,,Indeterminate,none
*2x2/*44,2.0,Normal Metabolizer,Normal/Routine/ Low Risk
*2x2/*45,3.0,Ultrarapid Metabolizer,Abnormal/Priority/High Risk
*2x2/*45x2,4.0,Ultrarapid Metabolizer,Abnormal/Priority/High Risk
*2x2/*46,3.0,Ultrarapid Metabolizer,Abnormal/Priority/High Risk
*2x2/*47,2.0,Normal Metabolizer,Normal/Routine/ Low Risk
*2x2/*48,3.0,Ultrarapid Metabolizer,Abnormal/Priority/High Risk
*2x2/*49,2.5,Ultrarapid Metabolizer,Abnormal/Priority/High Risk
*2x2/*50,2.5,Ultrarapid Metabolizer,Abnormal/Priority/High Risk
*2x2/*51,2.0,Normal Metabolizer,Normal/Routine/ Low Risk
*2x2/*52,2.25,Normal Metabolizer,Normal/Routine/ Low Risk
*2x2/*53,3.0,Ultrarapid Metabolizer,Abnormal/Priority/High Risk
*2x2/*54,2.5,Ultrarapid Metabolizer,Abnormal/Priority/High Risk
*2x2/*55,2.5,Ultrarapid Metabolizer,Abnormal/Priority/High Risk
*2x2/*56,2.0,Normal Metabolizer,Normal/Routine/ Low Risk
*2x2/*58,,Indeterminate,none
*2x2/*59,2.5,Ultrarapid Metabolizer,Abnormal/Priority/High Risk
*2x2/*60,2.0,Normal Metabolizer,Normal/Routine/ Low Risk
*2x2/*61,,Indeterminate,none
*2x2/*62,2.0,Normal Metabolizer,Normal/Routine/ Low Risk
*2x2/*63,,Indeterminate,none
*2x2/*64,,Indeterminate,none
*2x2/*65,,Indeterminate,none
*2x2/*68,2.0,Normal Metabolizer,Normal/Routine/ Low Risk
*2x2/*68+*2,3.0,Ultrarapid Metabolizer,Abnormal/Priority/High Risk
*2x2/*68+*4,2.0,Normal Metabolizer,Normal/Routine/ Low Risk
*2x2/*69,2.0,Normal Metabolizer,Normal/Routine/ Low Risk
*2x2/*70,,Indeterminate,none
*2x2/*71,,Indeterminate,none
*2x2/*72,,Indeterminate,none
*2x2/*73,,Indeterminate,none
*2x2/*74,,Indeterminate,none
*2x2/*75,,Indeterminate,none
*2x2/*81,2.0,Normal Metabolizer,Normal/Routine/ Low Risk
*2x2/*82,,Indeterminate,none
*2x2/*83,,Indeterminate,none
*2x2/*84,,Indeterminate,none
*2x2/*85,,Indeterminate,none
*2x2/*86,,Indeterminate,none
*2x2/*87,,Indeterminate,none
*2x2/*88,,Indeterminate,none
*2x2/*89,,Indeterminate,none
*2x2/*90,,Indeterminate,none
*2x2/*91,2.25,Normal Metabolizer,Normal/Routine/ Low Risk
*2x2/*92,2.0,Normal Metabolizer,Normal/Routine/ Low Risk
*2x2/*93,,Indeterminate,none
*2x2/*94,,Indeterminate,none
*2x2/*95,,Indeterminate,none
*2x2/*96,2.0,Normal Metabolizer,Normal/Routine/ Low Risk
*2x2/*97,,Indeterminate,none
*2x2/*98,,Indeterminate,none
*2x2/*99,2.0,Normal Metabolizer,Normal/Routine/ Low Risk
*2x2/*100,2.0,Normal Metabolizer,Normal/Routine/ Low Risk
*2x2/*101,2.0,Normal Metabolizer,Normal/Routine/ Low Risk
*2x2/*102,,Indeterminate,none
*2x2/*103,,Indeterminate,none
*2x2/*104,,Indeterminate,none
*2x2/*105,,Indeterminate,none
*2x2/*106,,Indeterminate,none
*2x2/*107,,Indeterminate,none
*2x2/*108,,Indeterminate,none
*2x2/*109,2.25,Normal Metabolizer,Normal/Routine/ Low Risk
*2x2/*110,,Indeterminate,none
*2x2/*111,,Indeterminate,none
*2x2/*112,,Indeterminate,none
*2x2/*113,,Indeterminate,none
*2x2/*114,2.0,Normal Metabolizer,Normal/Routine/ Low Risk
*2x2/*115,,Indeterminate,none
*2x2/*116,,Indeterminate,none
*2x2/*117,,Indeterminate,none
*2x2/*118,,Indeterminate,none
*2x2/*119,2.25,Normal Metabolizer,Normal/Routine/ Low Risk
*2x2/*120,2.0,Normal Metabolizer,Normal/Routine/ Low Risk
*2x2/*121,,Indeterminate,none
*2x2/*122,,Indeterminate,none
*2x2/*123,,Indeterminate,none
*2x2/*124,2.0,Normal Metabolizer,Normal/Routine/ Low Risk
*2x2/*125,,Indeterminate,none
*2x2/*126,,Indeterminate,none
*2x2/*127,,Indeterminate,none
*2x2/*128,,Indeterminate,none
*2x2/*129,2.0,Normal Metabolizer,Normal/Routine/ Low Risk
*2x2/*130,,Indeterminate,none
*2x2/*131,,Indeterminate,none
*2x2/*132,2.25,Normal Metabolizer,Normal/Routine/ Low Risk
*2x2/*133,,Indeterminate,none
*2x2/*134,,Indeterminate,none
*2x2/*135,,Indeterminate,none
*2x2/*136,,Indeterminate,none
*2x2/*137,,Indeterminate,none
*2x2/*138,,Indeterminate,none
*2x2/*139,,Indeterminate,none
*2x2/*140,,Indeterminate,none
*2x2/*141,,Indeterminate,none
*2x2/*142,,Indeterminate,none
*2x2/*143,2.0,Normal Metabolizer,Normal/Routine/ Low Risk
*2x2/*144,2.0,Normal Metabolizer,Normal/Routine/ Low Risk
*2x2/*145,,Indeterminate,none
*2x2/*146,,Indeterminate,none
*2x2/*146x2,,Indeterminate,none
*2x2/*147,,Indeterminate,none
*2x2/*148,,Indeterminate,none
*2x2/*149,,Indeterminate,none
*2x2/*152,,Indeterminate,none
*2x2/*153,,Indeterminate,none
*2x2/*154,,Indeterminate,none
*2x2/*155,,Indeterminate,none
*2x2/*156,2.0,Normal Metabolizer,Normal/Routine/ Low Risk
*2x2/*157,,Indeterminate,none
*2x2/*158,,Indeterminate,none
*2x2/*159,,Indeterminate,none
*2x2/*160,,Indeterminate,none
*2x2/*161,2.0,Normal Metabolizer,Normal/Routine/ Low Risk
*2x2/*162,,Indeterminate,none
*2x2/*163,,Indeterminate,none
*2x≥3/*2x≥3,≥6.0,Ultrarapid Metabolizer,Abnormal/Priority/High Risk
*2x≥3/*3,≥3.0,Ultrarapid Metabolizer,Abnormal/Priority/High Risk
*2x≥3/*3x2,≥3.0,Ultrarapid Metabolizer,Abnormal/Priority/High Risk
*2x≥3/*4,≥3.0,Ultrarapid Metabolizer,Abnormal/Priority/High Risk
*2x≥3/*4x2,≥3.0,Ultrarapid Metabolizer,Abnormal/Priority/High Risk
*2x≥3/*4x≥3,≥3.0,Ultrarapid Metabolizer,Abnormal/Priority/High Risk
*2x≥3/*5,≥3.0,Ultrarapid Metabolizer,Abnormal/Priority/High Risk
*2x≥3/*6,≥3.0,Ultrarapid Metabolizer,Abnormal/Priority/High Risk
*2x≥3/*6x2,≥3.0,Ultrarapid Metabolizer,Abnormal/Priority/High Risk
*2x≥3/*7,≥3.0,Ultrarapid Metabolizer,Abnormal/Priority/High Risk
*2x≥3/*8,≥3.0,Ultrarapid Metabolizer,Abnormal/Priority/High Risk
*2x≥3/*9,≥3.25,Ultrarapid Metabolizer,Abnormal/Priority/High Risk
*2x≥3/*9x2,≥3.5,Ultrarapid Metabolizer,Abnormal/Priority/High Risk
*2x≥3/*10,≥3.25,Ultrarapid Metabolizer,Abnormal/Priority/High Risk
*2x≥3/*10x2,≥3.5,Ultrarapid Metabolizer,Abnormal/Priority/High Risk
*2x≥3/*11,≥3.0,Ultrarapid Metabolizer,Abnormal/Priority/High Risk
*2x≥3/*12,≥3.0,Ultrarapid Metabolizer,Abnormal/Priority/High Risk
*2x≥3/*13,≥3.0,Ultrarapid Metabolizer,Abnormal/Priority/High Risk
*2x≥3/*13+*1,≥4.0,Ultrarapid Metabolizer,Abnormal/Priority/High Risk
*2x≥3/*13+*1x2,≥5.0,Ultrarapid Metabolizer,Abnormal/Priority/High Risk
*2x≥3/*13+*2,≥4.0,Ultrarapid Metabolizer,Abnormal/Priority/High Risk
*2x≥3/*13+*68x2+*4,≥3.0,Ultrarapid Metabolizer,Abnormal/Priority/High Risk
*2x≥3/*14,≥3.5,Ultrarapid Metabolizer,Abnormal/Priority/High Risk
*2x≥3/*15,≥3.0,Ultrarapid Metabolizer,Abnormal/Priority/High Risk
*2x≥3/*17,≥3.5,Ultrarapid Metabolizer,Abnormal/Priority/High Risk
*2x≥3/*17x2,≥4.0,Ultrarapid Metabolizer,Abnormal/Priority/High Risk
*2x≥3/*18,≥3.0,Ultrarapid Metabolizer,Abnormal/Priority/High Risk
*2x≥3/*19,≥3.0,Ultrarapid Metabolizer,Abnormal/Priority/High Risk
*2x≥3/*20,≥3.0,Ultrarapid Metabolizer,Abnormal/Priority/High Risk
